band,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8,bit9,bit10,bit11,bit12,bit13,bit14,bit15,bit16,bit17,bit18,bit19,bit20,bit21,bit22,bit23,bit24,bit25,bit26,bit27,bit28,bit29,bit30,bit31,bit32
113,0.7605034082342407,0.25244555107741373,0.2139243130267776,0.1544512075919403,0.9776934376313594,0.45269507520128305,0.9618025577858537,0.22036528904563024,0.27679481112232296,0.37418307676417883,0.40555284306543626,0.3920538075804053,0.8342991962970777,0.32741807699860326,0.7886589962400984,0.06472833759873775,0.17025627952315547,0.7988662961529297,0.38581752384279355,0.928701236012337,0.4791976301292411,0.8194513010314206,0.36541961014818536,0.695205681121082,0.6477102991075572,0.05479015997315173,0.6335462962074203,0.20608334237410753,0.03883471819506734,0.06475076162938176,0.8608052352983854,0.2661788230598352
114,0.3491275952191204,0.2537357086952996,0.6821774816381814,0.9282564338541086,0.6049202789976335,0.15285769636561353,0.914478460080895,0.012754252728160553,0.7980477941686235,0.2352697093096009,0.14599125749446018,0.6361499101707654,0.5244989875774916,0.01774416961569969,0.8046721306734289,0.5804036264939919,0.2622904887802827,0.8208018512093448,0.09656430826538975,0.7041277289841927,0.6009907231747423,0.655325930393379,0.10808405820050426,0.265038314279893,0.4472126731765077,0.680391480114704,0.8203110309991045,0.9514562681781716,0.7008191587850217,0.7045987533491105,0.23271594551868935,0.5022824059744114
115,0.09215533370034412,0.6720467511613052,0.2508618419432064,0.6973901196497726,0.0406196095025404,0.1412226014284268,0.6093963981764796,0.284108546379208,0.30884316642487053,0.27430805199581865,0.9851072082723604,0.5197393263856122,0.3935587274524004,0.5087507209463628,0.5572294008732908,0.9816828007995619,0.8168648863859171,0.5338167626736466,0.5773332555188951,0.5887095080850802,0.2502633672202451,0.46242809332838053,0.5667898490809018,0.7591494555317271,0.2216353693430645,0.6735918718238488,0.018705310189005453,0.9435482319036012,0.9512379915362998,0.9711242906910692,0.1723055574995811,0.18146697811617307
116,0.2824614316522882,0.29336139141901596,0.2821172044489286,0.9920015132391661,0.08409946669036283,0.3185316014100774,0.022739192854677293,0.5700538281013563,0.041155708479396425,0.9477983606557895,0.7276586421552883,0.5659952502757167,0.008509975241206558,0.96177382400389,0.5000369132979583,0.9655036405531796,0.2944185056035713,0.04606766895148251,0.5606326704185539,0.6007576688966813,0.9739252884103977,0.4710862458340971,0.6758435196390197,0.6366568438608406,0.7004953364716533,0.5470112476246648,0.6537258309026959,0.49755436300431866,0.31285332502781216,0.9517056550427032,0.48956289473164816,0.7170375901625816
117,0.053072397038473995,0.789425182273704,0.3723532855958679,0.6017236454360921,0.7842617532757519,0.1579181013076636,0.00529124591220298,0.6797319785708761,0.07195342991504616,0.1359887280541916,0.28579091840356263,0.7277707893740514,0.29818162083682476,0.30718853657620426,0.5352698230619508,0.32234894141836845,0.7594970305181487,0.5456043423890997,0.9310777125120038,0.24320903096811686,0.7751388683849403,0.07257283843236106,0.782039025777012,0.3389600681088071,0.5557566746370066,0.3024917656340429,0.57014256378162,0.1458516431136505,0.7872243049035359,0.8023685402194846,0.904688728256108,0.5578632986620015
118,0.8448474834570446,0.4147373412847545,0.45095838521945264,0.1835925765813935,0.22725567162518123,0.4684070805607624,0.5824805524247852,0.7986497227366116,0.7180696331595797,0.9484404358941736,0.337910949775596,0.6255714357711747,0.5954173180431719,0.5341213291233164,0.9078001149071523,0.5600327905901783,0.7812654587321789,0.426058911129205,0.37137898620569443,0.8697490265886092,0.29838127555709937,0.44506778160917493,0.3844666021799481,0.08272996762303642,0.075249582432791,0.07588871753965676,0.7285495373755609,0.3871245377107009,0.6831564259026746,0.17036506574609478,0.3320691148484354,0.8028112800712623
119,0.23520590453249357,0.49134480029009686,0.38119379300597944,0.26901712254583754,0.5370823991785638,0.5592229616882283,0.962347971085882,0.25150244249383424,0.9246507934168531,0.27030680266618834,0.282590102634414,0.0765510805242755,0.11314609643584128,0.04071292063472598,0.6457071989366288,0.7724799553234941,0.1668923611130303,0.4977847363806316,0.2259440477926521,0.26920596210151815,0.3403009211478225,0.6765576231638496,0.14015124957580782,0.13922053821138447,0.5660415571405161,0.3712109784071628,0.2992663777925886,0.058211233839385756,0.6443257321671418,0.2700333774990744,0.4286053966453216,0.46695136828773287
120,0.09968080536300361,0.41666472956448963,0.25556845705912634,0.4400478995802827,0.2669747278471807,0.02862044537952213,0.33391824082421073,0.07369095841514128,0.4786585967887971,0.40923340124020713,0.41572766188067933,0.39284773971404796,0.30174664534759243,0.9972254536396585,0.39837636973996804,0.11196870831302774,0.8719482227171569,0.2890181167020809,0.8969222103879402,0.7096347237514079,0.2098908471590225,0.05859630943034033,0.2077942253036682,0.09310648502109797,0.45789698991600336,0.6646290793999245,0.3707330411994565,0.6628487850356513,0.6526109173031085,0.7016521920089392,0.3014189825084693,0.23730609905905098
121,0.9346553833906246,0.8852407815700105,0.4213578868646538,0.8449978482010693,0.22082803416814079,0.9283129260804674,0.25434517122187406,0.14887693244119582,0.4480474892736698,0.8188264063970603,0.3488052572555782,0.4547326142673386,0.8081077855964475,0.8537905772507206,0.6552526262169861,0.5123009207199556,0.9116604716087876,0.5050401503311354,0.49019771888612573,0.6406590739946237,0.5497494159354673,0.8844957059851322,0.9820103044957376,0.7872545848732748,0.9964924477464079,0.3134983371013287,0.6988206009615361,0.2690921691663898,0.13685421123297736,0.2165132951108979,0.12695261215889864,0.25702935418837347
122,0.5679616245635497,0.02858298555879124,0.08815154527430302,0.8854132702589783,8.48321969992849e-05,0.5528615804621078,0.5816970425206203,0.7780349717213095,0.022154509281335666,0.7563727485737426,0.16717575873966384,0.8340143606947108,0.0681594192047228,0.8868764736896029,0.8287398897766897,0.3946588587383846,0.708795144133717,0.36769095984037314,0.09034443284539706,0.5614643695239319,0.9767167172239518,0.3617078114815363,0.08823631036474366,0.7667934940697876,0.031283613200903004,0.681422470757332,0.070337871267251,0.5744329357593813,0.5122328040079769,0.9907522631240888,0.34536681191660135,0.7972697285469649
123,0.7923449507444884,0.16777710482214503,0.4031401712904026,0.41900549077627125,0.228210288563648,0.7093187434802792,0.3940621748308244,0.987428333384635,0.3178795231587982,0.6153834292614332,0.2969854771591989,0.066211621024447,0.04787898136128976,0.5597002515301752,0.6379761906313426,0.6909268616848279,0.3860214222170064,0.8013120612931963,0.7546047023819232,0.7697764995320319,0.2849629953905568,0.44001398387965174,0.3126352232540348,0.06870175063865236,0.8864153805156059,0.12177623078896127,0.23042455028726527,0.9573028969943989,0.6924162717514282,0.239280832145361,0.9463079814921823,0.8072201008221672
124,0.675873447163993,0.8547939890644958,0.2822432828414224,0.7684795292239864,0.4126640169624939,0.718251926896481,0.34780567402305507,0.1959406410751804,0.8093416143467778,0.21853903916000805,0.6618012236400622,0.18940093261922597,0.730629385886046,0.9252833325834454,0.21256050115324387,0.8926067670746254,0.2809504587134588,0.5354100215225819,0.482620232456473,0.2473280511838546,0.23314176930757424,0.9232752519315183,0.1587874020349309,0.2157737283078438,0.0973866860658158,0.762562929605639,0.35824502113503087,0.3901077126931516,0.5636533893043086,0.6313316288865869,0.5076493108961742,0.232886778299215
125,0.2491572873990725,0.5442522974993654,0.0845329486481905,0.3994467513372624,0.7904381308646163,0.5871552734352676,0.036035145168139104,0.7555648778889063,0.6147121651335925,0.16437888244332943,0.303336156515455,0.8275019606472167,0.1257580896151177,0.3393112323009184,0.5090188240730712,0.003795733214392638,0.47824610843523285,0.8721908206702235,0.44580515414748034,0.6193287389454267,0.16512065704351142,0.30656419467316165,0.8935027741906323,0.0004515166441944052,0.38767626040441516,0.0354932182097939,0.33835813533555015,0.6724727519347631,0.4920154415682213,0.7364098863784473,0.5012465509121145,0.14585113500879832
126,0.8578792560403334,0.7980514339080442,0.39302516427215706,0.3279753531773425,0.2347687019420972,0.5342332890578952,0.9493202900604801,0.46017374010036916,0.370383155295549,0.9532712953610059,0.9822770897332351,0.2640839205946338,0.16261334802071692,0.37975934624738006,0.9505489163726367,0.14272071026622435,0.8215668965817349,0.6249501469342569,0.8360389017696351,0.5189406723097891,0.19377572859971226,0.8951559936224677,0.37172627896466337,0.035118487857231484,0.21970694737590835,0.8935910973715416,0.019800055967155616,0.18269485014077147,0.04835310024276673,0.8005144742432212,0.5948538927643418,0.6116424282708388
127,0.4931546924120157,0.6176825188892094,0.18177547595679033,0.17141635750759765,0.4081015270434838,0.7622489686155558,0.4850590689160561,0.5920537349439269,0.6121601775943571,0.993777995720315,0.7601824853136829,0.9738873109480071,0.6295741731005442,0.9719850056895202,0.21256454307376837,0.7456577151605421,0.35058943648482244,0.11222003779091128,0.34782706088697346,0.6130360649183507,0.05765745144499601,0.14202852845127767,0.8323272731518674,0.5734288197850073,0.153449152814491,0.09406983472288566,0.3484541873695809,0.687086926148817,0.4935763142106012,0.7789724061901145,0.1541441360261796,0.600063966395148
128,0.5401697180249707,0.2497439286146773,0.5316605108030831,0.1004802241098377,0.0645354773284712,0.3939017021293504,0.5337815750904409,0.3946335422200028,0.1590621346454556,0.595328903412997,0.826152507772858,0.26843041644170484,0.3192501167603635,0.38403725525949395,0.08964337017103341,0.4708819999379278,0.2820623066958665,0.306677968002774,0.8246815325158204,0.6856263326061246,0.698800894469404,0.7299462053738389,0.1525761139880656,0.9676597092085328,0.7931915062172423,0.27356764925308164,0.9706114800834398,0.5022857450632009,0.020017080736356885,0.7710667854501875,0.38750573905567887,0.30064352787695214
129,0.10084144343235069,0.7392899450836713,0.3380611044631878,0.5608216520419645,0.20692246211059206,0.5988543306776807,0.2127103523186492,0.7935239177181082,0.3512754273384171,0.07206735392748631,0.09804257917630765,0.985135490860671,0.4328856853567523,0.7479544484799932,0.8984150183045848,0.2981888244366978,0.3445101519441831,0.4544775893753089,0.8548923471007428,0.5664337906457649,0.42174444861346705,0.26966932003648514,0.6263832073171454,0.7717430810938416,0.22404781229314474,0.8206736714734545,0.8961862044308364,0.7365868195614664,0.010341464046404791,0.03642166769606314,0.7188872017919479,0.632300426295889
130,0.9978339681338367,0.14722540556642583,0.9923675681374896,0.13178666226059954,0.7729094237039604,0.9762695865143856,0.9718013531914091,0.26012805984108867,0.8295389982774506,0.47144001473282904,0.28339907139104537,0.28316423180054906,0.3930216765894037,0.14872898103369403,0.11352033198334122,0.23821268471753987,0.6875031633348432,0.2791168385139404,0.526367498183291,0.01144348997622624,0.2857670408214301,0.32068856730714645,0.5512135987847504,0.24106762568466333,0.29531682311881113,0.03330601429233493,0.9626079776617964,0.7217415950859477,0.11641315578866307,0.18350534400658314,0.30372083740813294,0.16341909882515582
131,0.69552694840521,0.8874775832583833,0.01516833020424857,0.03642694850432826,0.06654509014106369,0.5953496901034101,0.0025291453315858803,0.9083498727174019,0.821652765606178,0.3335441517207819,0.32691041291255285,0.22533936986574876,0.25528552595249987,0.8813955123296707,0.9004028335049935,0.8177324255029665,0.7890657237482922,0.9640210866628819,0.994939338121107,0.15112691886217033,0.5942365748963977,0.5853505684727756,0.10350618178140936,0.6952995986665391,0.540691559354117,0.6378871678510903,0.5802667390368054,0.2773759491759663,0.060937493644315666,0.31174730498332803,0.10985990812496227,0.23151344607747149
132,0.916801785688414,0.5246435187468164,0.4788487218899379,0.9348293360245234,0.6013079629309686,0.5264037653018916,0.5425239198485476,0.38024631583641666,0.40327864980084216,0.06921048706970423,0.09526670051122132,0.9558987110972972,0.587704222050796,0.23624082668453772,0.7413206928607282,0.2998487042740383,0.914745058724272,0.02048246210709259,0.18763035491298607,0.38974848951691043,0.41244829928512305,0.29609927645018497,0.08751438768152042,0.6405746298685592,0.596444277697611,0.6485651781964913,0.2265111560677152,0.906101880243337,0.4015118192659246,0.5371738245732514,0.4393661453153167,0.5097337347077066
133,0.6273750189433829,0.35729146547751756,0.07237236916434042,0.2871503177680821,0.7665933144160083,0.17145268852443052,0.4484559566950367,0.14010319579287434,0.13716686056563554,0.10371956452545084,0.03231518552592183,0.3490331567075382,0.05547390609103631,0.44549582765105344,0.8779289195015285,0.11009374098816704,0.5489723693410182,0.4726419331988809,0.2127574161277621,0.2630501842183707,0.9098450410526399,0.20979819885593953,0.13815466514918162,0.9423650479115268,0.2433429129516277,0.790294006156518,0.11391691169146712,0.20722204487613982,0.40949070952958555,0.21860388695708954,0.6498679842240437,0.06541220412989679
134,0.8269312506332868,0.951588737678574,0.8420582359659003,0.6525215643734732,0.7535400023641895,0.0314349423265583,0.3386692889934083,0.9826635868799999,0.8647976352208038,0.8274617658144304,0.6843825121170911,0.9973051210969812,0.1890559078413594,0.046225293057245986,0.23435453789432537,0.9663513520049289,0.6197130301177002,0.06135149588262134,0.36452502912060136,0.850613856480335,0.7704170002975052,0.10797799321647306,0.8454122114458944,0.2911488215748531,0.13114836919848039,0.7076798184386826,0.7498403433980203,0.4408987993568825,0.5206877621736311,0.7775628092260813,0.7686671914105804,0.5187524246110023
135,0.8960371975295731,0.1172942046473765,0.435380374766154,0.9204642553343427,0.4763733346798118,0.7830884105558571,0.619573305073838,0.17207992449383303,0.502158458249804,0.7330937281675146,0.5524078065642543,0.845946637460339,0.13784651594329345,0.42900210850088405,0.9804019560228661,0.31636728839062644,0.14396932271595708,0.4844303189340573,0.5039135396639227,0.3105442289406175,0.49438381962415145,0.9021698554888871,0.8382856414544545,0.8233071648082143,0.8362645686640513,0.2620936565986426,0.22126980814146735,0.1806954262463787,0.48001072760010455,0.4630714914098045,0.45378803366204146,0.8866918912489257
136,0.9871849125757268,0.46625470214313436,0.900398851225552,0.5198633948530997,0.5778124730214168,0.26833565773286083,0.17102540592461368,0.42276369719887874,0.8643980383324168,0.21446368014537698,0.2215802040259448,0.7861602181416559,0.5491272473309572,0.5489281180165636,0.01590449042211972,0.47738406603401917,0.876992075053699,0.5716506034379366,0.5569129756715203,0.23030258534823045,0.3394467302580646,0.020037025251152252,0.2829073252161408,0.8815534227356938,0.2542196388593587,0.6188708160873935,0.21111743570932495,0.3282869258012119,0.7656062623205013,0.052536911226829575,0.07773691196238208,0.45774054304385225
137,0.8819069079741653,0.03833391217956417,0.4581864579321435,0.17083497559141847,0.6032627714145684,0.6395703203700123,0.17112026390675228,0.710443718790447,0.5926400998682649,0.7442254692398008,0.9114963361084647,0.5992217379455447,0.6640471398869028,0.31987200520408776,0.13924245434362892,0.6506508759381813,0.6977636516787746,0.6097352337793143,0.2670424254551953,0.28014063263586275,0.5950350249314077,0.5851719525194117,0.7190067391277418,0.8026104095412961,0.8306140901174258,0.01374303853929193,0.6449272418920818,0.8268743079833756,0.8144079822506257,0.5266549291254525,0.013492035836255467,0.7690418344814062
138,0.10015863139936299,0.7457580465806398,0.5864768995744848,0.2351701658215397,0.5507210043861444,0.20835235710787514,0.25250623150375284,0.47796532654779555,0.28232049450454866,0.621669389560091,0.548804318622485,0.18001908909234665,0.25963099430065484,0.8904315910735696,0.33034647406648454,0.7194903355586714,0.12676862356246577,0.43605980709235825,0.7102842409334726,0.2990282459704302,0.7831348420414223,0.9235807767168125,0.7976030496266903,0.4407534538110883,0.48259746755336275,0.5293567379331359,0.23145595409492592,0.6099816554149774,0.9537209772778833,0.5592805023952921,0.8184231109038153,0.7964090460199318
139,0.4606183232351956,0.9116971659214124,0.8933126770157354,0.0438624321713168,0.5051602476845504,0.4312890928325648,0.6197486315671854,0.7912295811837163,0.6864593682374038,0.5082270442941224,0.03480900712650792,0.46785724040944776,0.7704977286441816,0.061968613157963426,0.2793120285188214,0.3168001945571184,0.8285071946931265,0.6080257581544536,0.2200716782228631,0.4259111779652406,0.8371587990705223,0.1840688578076457,0.265781875595562,0.6541259509549548,0.16064156497546034,0.8742025731073612,0.398527360888449,0.833046680457922,0.3707420248083554,0.14349851896528965,0.8796534166316067,0.5132399650018759
140,0.9308614287398247,0.011412196079443326,0.08109990389236899,0.6692946715884709,0.5525484785851228,0.017467203458192304,0.14873127349980797,0.3244585994680256,0.789370046684953,0.7317155938437229,0.5811558906488129,0.8932626754500811,0.6993439286176777,0.581540189525081,0.22045843149469202,0.25621320726266783,0.5907542296732555,0.4081807912214025,0.3522589065180972,0.19105713805944402,0.42341900961940393,0.3023484334333213,0.120436340243681,0.1992706289463244,0.7970894964904669,0.9626650021011373,0.891183424065416,0.35263750709475616,0.04129125683359425,0.11277816618044223,0.8251985205876313,0.9902912707597101
141,0.9882898650605781,0.8509796425535479,0.8155587852641237,0.7423071463846098,0.5502184302711299,0.7483859293980903,0.6806606946177024,0.5416143558174905,0.22907642906944448,0.750074313837855,0.797506107514462,0.6088260797311678,0.3332466406065563,0.6772622153008762,0.2079722101994952,0.49595036741845455,0.9585534468668259,0.2849570728984133,0.5643969617044139,0.9995953386521137,0.19701362978917691,0.9896682770416805,0.13565404791187863,0.275730325885583,0.9055548767135403,0.7510284520408251,0.5164789622474478,0.4326286841726853,0.12690334442486362,0.9945416020198854,0.96054545013764,0.2852074323712718
142,0.1920528316946779,0.8370534154462758,0.015235985071432978,0.26403912765358495,0.5184542712639914,0.7856419401316279,0.1582378366697157,0.8829986994230167,0.22512392784055602,0.9960127212408524,0.20447514903497876,0.5994122341166301,0.7740845535457909,0.2517741251307787,0.8362938690326502,0.6170541022219759,0.09975574130214993,0.23100957207765127,0.007816665327528671,0.3174989037601206,0.38200397349088566,0.3067753308721659,0.3477671564872662,0.38608602782459656,0.3488662675398996,0.37783095008018597,0.1310721875935864,0.39881365063825125,0.501827823781086,0.9512765095120974,0.006536788899956236,0.11468061536260743
143,0.5979784844853177,0.8282875006460871,0.7970197838262056,0.34054297582664195,0.8419748316912063,0.6678039401200048,0.6750048124189105,0.3566741473139926,0.6842523257724633,0.9262573074179906,0.14000435083682317,0.7135578667847315,0.31959463453642867,0.9550138537702033,0.7490829716302398,0.10256465318283126,0.5922428201844672,0.44627845785790254,0.3622830944186338,0.2431780739417576,0.2478873587506949,0.7505414948285398,0.7301700994977139,0.5424234274213007,0.11427148685577337,0.8951721618384461,0.03771522480447409,0.6347847312800777,0.43955068489165416,0.006336650392056331,0.18321056088707066,0.13274727142540188
144,0.3916277647327552,0.6516234512959628,0.22618542994121849,0.580451824164802,0.4699117473606931,0.2389356783876858,0.3227331419653915,0.19233047420245786,0.18716564262387936,0.2128818035216945,0.18012661807667774,0.9731860986189701,0.7494420720443852,0.46557183403218694,0.5458082012739108,0.9582756590405594,0.9177870255783813,0.06351622061363216,0.4536840892410169,0.8015207418457543,0.33159306947858347,0.3822637147324468,0.4810751046488353,0.36376178317740615,0.8957923376553858,0.9386762395461191,0.25018810616786713,0.24087121048595905,0.9255567719728064,0.9098726068968606,0.5030016715012323,0.6863635351988903
145,0.6626075502636252,0.4701525039988089,0.7915521534673133,0.35924351923988596,0.8398416812578724,0.07305706987425886,0.6048970227180163,0.41473785802416374,0.10453538839442134,0.5861381121522309,0.4466930632660763,0.528071037944478,0.5880953231031826,0.19359523245388355,0.1267546884152413,0.7612303837245015,0.8609017465033345,0.0559281746507857,0.5608117329490286,0.7230719488935535,0.9603778957041735,0.797322476384711,0.46195451107216434,0.38829793896367704,0.6909478294170476,0.33955641791972324,0.036825299379891874,0.7100930685000374,0.36879261939019814,0.3921872603742058,0.08214902776791955,0.7841460735955322
146,0.0973748364235606,0.23762053610457912,0.2767755303168562,0.12822003761526657,0.7526362560991956,0.3078200346810859,0.11117385530784707,0.20519535386490895,0.84145825254484,0.9834357805971871,0.7130405511114889,0.021980941867811965,0.4480546541926814,0.4899241672072616,0.678637658472273,0.6790433141133546,0.9959226587316846,0.915160560853622,0.567494577047061,0.9153788476793034,0.4327019960432381,0.8053295272413952,0.49173627701667544,0.3688546406161052,0.7470708256711487,0.07395232075010971,0.1058125279969927,0.2969387843324257,0.9994184763990489,0.7518911120500963,0.7995423533304589,0.22079286385418462
147,0.9037652673518287,0.31587387990032123,0.4029229320078713,0.3948248312482231,0.5616056523577,0.789014374957648,0.3069511623045077,0.3420785666316317,0.32806948835156124,0.02616303709567447,0.9172121479122761,0.13766501065639625,0.1853821132470881,0.6877953104611547,0.9619626909489943,0.6238840937727436,0.737188091087927,0.1341145782146499,0.9549562317721316,0.24280563636374397,0.19656306043961547,0.9397413180611032,0.9646460832182698,0.9090080472671335,0.4922249401035136,0.701224116527289,0.147565030661991,0.7034912243218626,0.9400782590714162,0.07190421303651007,0.3135109627083661,0.6220587196699306
148,0.2933584473560863,0.4678850576057758,0.3316667031978515,0.428676670154046,0.5169330943818181,0.5026926985965569,0.2294853708104373,0.1954842772780273,0.3750723794556028,0.68788746205227,0.34367985928437106,0.6912473381314223,0.27803895920661137,0.5201909449133651,0.21958932439527168,0.2101597907368249,0.20963586262869793,0.5741386793357828,0.2918360956420203,0.31625812707543033,0.7875893856074959,0.951196204045618,0.7490722200613359,0.7270166983622826,0.40300520053983124,0.5043837355167445,0.21404882239935674,0.2618543988593768,0.47563020152445734,0.7096368047411913,0.11152372879691974,0.33424441101510816
149,0.6041511504750214,0.6565819437557223,0.5962767284501195,0.5193550383764439,0.07276996599784047,0.2896828573745227,0.5173841125472086,0.9673494749323939,0.28515413539423773,0.3127370176434332,0.378878306879472,0.6119535952756694,0.7783565051317543,0.46246528040002144,0.1355318262314279,0.06774209358258332,0.2284201394903922,0.45564346547433676,0.6488670490826125,0.36049455443349865,0.6801514193556456,0.7463009842722224,0.6111613791525988,0.4458714130989049,0.8085655529589948,0.020369495367613233,0.5421129979423129,0.23086285927503847,0.46396428238220755,0.7820276287808685,0.1840185595702445,0.7651568531578475
150,0.6324289782083855,0.1712866948074001,0.7520201617665194,0.23383206805630685,0.43868920878793694,0.727118647988888,0.09316475578481209,0.7949149263479816,0.5895061051600597,0.6484986297285242,0.25755218961215753,0.6990920944207886,0.5494458992656145,0.92485890334946,0.692363905970487,0.2978130015140319,0.9911993309422297,0.7034825747698306,0.897221850739159,0.36049815287765896,0.32070873621759655,0.7361467251238216,0.22848597380611724,0.7273486684944958,0.20120622720594927,0.4012381115521497,0.06826118264125114,0.5120639671493142,0.8574527032860271,0.6072347051488017,0.4339949003243069,0.6711664235392949
151,0.7530768979339307,0.8695695521070651,0.042296998084484505,0.017254295280212717,0.33383738117939454,0.8938520933748514,0.12809180546117982,0.6281872534596782,0.17268816408269527,0.42884292048527584,0.7198935660339065,0.3855306219212774,0.5725401329633316,0.12944225532174136,0.5137401536289238,0.5902492729864667,0.37041421367753247,0.8943352819405072,0.1815266211289518,0.08662375785350673,0.5531381859727839,0.9958976519024215,0.48597191951091134,0.9723888730973133,0.961243098702517,0.1889259817302803,0.13913512517195414,0.06388037508177691,0.5659083868131993,0.9667721070697279,0.8406520850763495,0.005317960121037135
152,0.303714848970025,0.3182940815936156,0.12213974149044748,0.8720664945128911,0.22166637581945836,0.8619074126715214,0.029674933156203065,0.5866771187794791,0.38495808437083134,0.33878422438112366,0.09515524106153561,0.43196558952104525,0.18490000072000168,0.5713311723229163,0.9696749927459695,0.26456756836311823,0.9809009186062083,0.5218531501830794,0.5087178255544058,0.5301905678943558,0.5111574934896385,0.2189024918093968,0.9147582639763487,0.593014161630452,0.05884072344691771,0.37450131205608594,0.28559803938018624,0.3980710378324166,0.8730553382224062,0.8646231677141859,0.25986208830271074,0.3644278316947388
153,0.8903928635970276,0.7532327821795198,0.009940280156652825,0.1388427934895572,0.807136682836171,0.8699100562959027,0.282534331699395,0.8457813493628841,0.007243608744465502,0.5326024725485002,0.036201689205010545,0.5376975499172021,0.38871548457026395,0.10469933733383296,0.06252185212970651,0.037812494274640285,0.9885448048664641,0.8923325662273102,0.10938825381388906,0.8414904421628884,0.11867152386589774,0.8361019680213917,0.715147437972735,0.03625511324790942,0.20597237874200613,0.9228433744135335,0.8935810545347206,0.28896376475709584,0.0070154576390009105,0.5165499768053609,0.35833896873480386,0.1692873146060372
154,0.9529648343354327,0.8769222558827945,0.8835520340040393,0.621139045480155,0.31874940142875907,0.2765634321668554,0.9519683661073003,0.5728881647120921,0.06056294920510308,0.1384460319689097,0.6023670739914526,0.6922998451330363,0.26693889156038864,0.3121376788028679,0.06014481022332463,0.5993105235447992,0.5062507331443653,0.2969754509612125,0.9371854632529942,0.7852476457704007,0.4421428415393843,0.03227435281763802,0.7441395265579369,0.8172735385597392,0.7459050497586863,0.5907883696372171,0.18536542035361747,0.830176064631904,0.6984891692676537,0.5876465248862162,0.2422673161988712,0.7843461762099453
155,0.8269058640685397,0.08020065719236791,0.8219188536418155,0.826467054403141,0.4362402409582029,0.7968602568695244,0.4075374481438866,0.24477005916388817,0.21771053529596318,0.04506092417039653,0.4243634431065848,0.6134867066914652,0.9203728578875013,0.10132792716781269,0.1904521035592237,0.6783354417818845,0.8408006883563468,0.9713344204204567,0.6623916725880444,0.598085938393056,0.8807935878603624,0.29406768394959415,0.7319329426194093,0.9334891330478432,0.5449335375519815,0.8306766854372585,0.6589835902804848,0.9123766310583543,0.8318844671887311,0.5664727536254099,0.01705308249214965,0.9168224762828686
156,0.7458518311833097,0.06175223458905399,0.7836481496912663,0.3289103651870895,0.2553969788889747,0.7413928298257048,0.8041636477292645,0.9494326217668566,0.07418406404596967,0.5884577174069978,0.793248734346059,0.6495058295553696,0.7594371859919656,0.40792596296120565,0.5374980381493848,0.7556484595832255,0.9159384729494263,0.26230788437066965,0.8592316045108676,0.7511984459157053,0.5090653203194194,0.2048107426223379,0.4479435632879525,0.9100521285810657,0.6117088918951644,0.5596806404150017,0.00452138629999288,0.8304978077519815,0.5596020670419882,0.8434484236504242,0.7582463683708951,0.6682096996120738
157,0.578320286114367,0.05803958082386851,0.7341622255531104,0.777539556183299,0.9080681940964369,0.7112547738755949,0.3897063658173515,0.5050897174788854,0.1826803715408657,0.5053933398201121,0.9435900872221861,0.2435941490875192,0.9609473664634731,0.08318934692027335,0.6676491360196866,0.22515068351250156,0.8089171233918769,0.7103747593976568,0.7408653148567822,0.37745716271650454,0.41302748902593756,0.8850489547328287,0.08850051268412729,0.4598951435803972,0.9217638427606712,0.5615033967644754,0.43467890797217346,0.4349105593993372,0.47062008715419723,0.5711217706827446,0.9267179662533294,0.8818766067130602
158,0.8823108225624341,0.8259422854839581,0.9104042094252079,0.32677808019119037,0.28327988386815217,0.31512962554844104,0.7305316937259766,0.3582668472770333,0.9698916798859518,0.1793363837929416,0.8726581549559332,0.5367269047827443,0.20538640564367516,0.9646859525995515,0.947120895609163,0.30308323888803945,0.3890968224270267,0.3947808957178772,0.9922976360826126,0.23765064798828017,0.3694457410100488,0.7415597651331334,0.12762409933271934,0.8430756683015621,0.35006036856132094,0.8613670144412395,0.8868051442287657,0.6556491841767866,0.11199134329121119,0.559708523578376,0.8831211925598189,0.8227350617202376
159,0.9244241717774148,0.260326138481649,0.9705782827726449,0.1592790230789244,0.9503605889532034,0.008275870386499573,0.810647308335855,0.10698842208445292,0.31633568135371415,0.566986775202428,0.6812326423124327,0.3183890465609249,0.7696478248080809,0.34735766484247943,0.4880509110971242,0.1443017303882944,0.9965534325173555,0.03317810383735753,0.21064864929361804,0.6549068733941584,0.5168810305219464,0.6352630172744181,0.8053924568664804,0.9732090388476349,0.9629653857321294,0.16661949053451874,0.6743886863310572,0.20389425352858592,0.31252566962550143,0.5739932063405228,0.24051524782756328,0.5207769417088972
160,0.5780804001235402,0.5820470347903977,0.76635153606378,0.8525061962221986,0.712877884550009,0.9634427228018547,0.860547619238668,0.6415642150017125,0.10126679837928776,0.9016212781680667,0.21773158195057918,0.8889431419766931,0.9043681704527253,0.7315046713024557,0.5812755644380312,0.5615694998698176,0.5499385418825494,0.49597417065160987,0.8947262272612939,0.14517831540015913,0.7707746920957939,0.6997544705536052,0.3505720764280731,0.9163681888153993,0.5177229109464081,0.290535822149227,0.9539217783303842,0.769932945936245,0.14829784184568207,0.6561295107083387,0.6429027030273798,0.5616232052495806
